year,iu_code,prevalence (%),endemicity,therapeutic_coverage,total_population,population_requiring_treatment,population_treated,epidemiological_coverage (% of the population that required treatment and recieved such),mda_rounds,effective_mda_rounds (≥65% coverage),effective_mda_classification (≥65% coverage)
2019,NGA0378236483,,0.0,0.0,91126.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378236483,,0.0,0.0,93227.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0378236483,,0.0,0.0,95641.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0378236483,,0.0,0.0,98133.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0378236483,,0.0,0.0,100587.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0378236484,,2.0,1.0,281797.0,281797.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236484,,2.0,1.0,289203.0,289203.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236484,,2.0,1.0,296433.0,296433.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236484,,2.0,1.0,303844.0,303844.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236484,,2.0,1.0,311440.0,311440.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236484,,2.0,3.0,319226.0,319226.0,171007.0,53.57,1.0,1.0,1.0
2020,NGA0378236484,,2.0,1.0,326583.0,326583.0,0.0,0.0,1.0,1.0,0.0
2021,NGA0378236484,,2.0,1.0,335041.0,335041.0,0.0,0.0,1.0,1.0,0.0
2022,NGA0378236484,,2.0,1.0,343771.0,343771.0,0.0,0.0,1.0,1.0,0.0
2023,NGA0378236484,,2.0,1.0,352366.0,352366.0,0.0,0.0,1.0,1.0,0.0
2014,NGA0378236485,,0.0,0.0,128879.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236485,,0.0,0.0,132266.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236485,,0.0,0.0,135572.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236485,,0.0,0.0,138962.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236485,,0.0,0.0,142436.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236485,,0.0,0.0,145997.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378236485,,0.0,0.0,149361.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0378236485,,0.0,0.0,153230.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0378236485,,0.0,0.0,157223.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0378236485,,0.0,0.0,161153.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0378236486,,2.0,1.0,185913.0,185913.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236486,,2.0,1.0,190799.0,190799.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236486,,2.0,1.0,195569.0,195569.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236486,,2.0,1.0,200458.0,200458.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236486,1.0,2.0,1.0,205469.0,205469.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236486,,2.0,1.0,210606.0,210606.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378236486,,2.0,2.0,215460.0,215460.0,6905.0,3.2,1.0,0.0,0.0
2021,NGA0378236486,,2.0,1.0,221040.0,221040.0,0.0,0.0,1.0,0.0,0.0
2022,NGA0378236486,,2.0,1.0,226800.0,226800.0,0.0,0.0,1.0,0.0,0.0
2023,NGA0378236486,,2.0,1.0,232470.0,232470.0,0.0,0.0,1.0,0.0,0.0
2014,NGA0378236487,,0.0,0.0,116392.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236487,,0.0,0.0,119451.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236487,,0.0,0.0,122438.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236487,3.85,0.0,0.0,125498.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236487,,0.0,0.0,128636.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236487,,0.0,0.0,131852.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378236487,,2.0,1.0,134890.0,134890.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0378236487,,2.0,1.0,138384.0,138384.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0378236487,,2.0,1.0,141990.0,141990.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0378236487,,2.0,1.0,145540.0,145540.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0378236488,,0.0,0.0,336239.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236488,,0.0,0.0,345076.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236488,,0.0,0.0,353703.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236488,,0.0,0.0,362545.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236488,,0.0,0.0,371609.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236488,,0.0,0.0,380899.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378236488,,0.0,0.0,389677.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0378236488,,0.0,0.0,399770.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0378236488,,0.0,0.0,410187.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0378236488,,0.0,0.0,420441.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0378236489,,2.0,1.0,146408.0,146408.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236489,,2.0,1.0,150256.0,150256.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236489,,2.0,1.0,154012.0,154012.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236489,,2.0,1.0,157862.0,157862.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236489,,2.0,1.0,161809.0,161809.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236489,,2.0,3.0,165854.0,165854.0,119998.0,72.35,1.0,1.0,1.0
2020,NGA0378236489,,2.0,1.0,169676.0,169676.0,0.0,0.0,1.0,1.0,0.0
2021,NGA0378236489,,2.0,1.0,174071.0,174071.0,0.0,0.0,1.0,1.0,0.0
2022,NGA0378236489,,2.0,3.0,178607.0,178607.0,146171.0,81.84,2.0,2.0,1.0
2023,NGA0378236489,,2.0,1.0,183072.0,183072.0,0.0,0.0,2.0,2.0,0.0
2014,NGA0378236490,,2.0,1.0,257010.0,257010.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236490,,2.0,1.0,263765.0,263765.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236490,,2.0,1.0,270359.0,270359.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236490,1.03,2.0,1.0,277118.0,277118.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236490,,2.0,1.0,284046.0,284046.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236490,,2.0,3.0,291147.0,291147.0,195164.0,67.03,1.0,1.0,1.0
2020,NGA0378236490,,2.0,1.0,297857.0,297857.0,0.0,0.0,1.0,1.0,0.0
2021,NGA0378236490,,2.0,1.0,305571.0,305571.0,0.0,0.0,1.0,1.0,0.0
2022,NGA0378236490,,2.0,3.0,313534.0,313534.0,244514.0,77.99,2.0,2.0,1.0
2023,NGA0378236490,,2.0,1.0,321372.0,321372.0,0.0,0.0,2.0,2.0,0.0
2014,NGA0378236491,,0.0,0.0,109537.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236491,,0.0,0.0,112416.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236491,,0.0,0.0,115227.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236491,,0.0,0.0,118107.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236491,,0.0,0.0,121060.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236491,,0.0,0.0,124087.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378236491,,0.0,0.0,126946.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0378236491,,0.0,0.0,130234.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0378236491,,0.0,0.0,133628.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0378236491,,0.0,0.0,136968.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0378236492,,0.0,0.0,73983.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236492,,0.0,0.0,75927.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236492,,0.0,0.0,77825.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236492,,0.0,0.0,79771.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236492,,0.0,0.0,81765.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236492,,0.0,0.0,83809.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378236492,,0.0,0.0,85741.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0378236492,,0.0,0.0,87962.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0378236492,,0.0,0.0,90254.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0378236492,,0.0,0.0,92510.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0378236493,,0.0,0.0,190520.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236493,,0.0,0.0,195527.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236493,0.0,0.0,0.0,200415.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236493,,0.0,0.0,205426.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236493,,0.0,0.0,210561.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236493,,0.0,0.0,215825.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378236493,,0.0,0.0,220799.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0378236493,,0.0,0.0,226518.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0378236493,,0.0,0.0,232420.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0378236493,,0.0,0.0,238231.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0378236494,,0.0,0.0,248078.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236494,,0.0,0.0,254598.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236494,,0.0,0.0,260963.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236494,,0.0,0.0,267487.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236494,,0.0,0.0,274174.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236494,,0.0,0.0,281029.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378236494,,0.0,0.0,287505.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0378236494,,0.0,0.0,294952.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0378236494,,0.0,0.0,302637.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0378236494,,0.0,0.0,310203.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0378236495,,0.0,0.0,68754.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236495,,0.0,0.0,70561.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236495,,0.0,0.0,72325.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236495,2.08,0.0,0.0,74133.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236495,,0.0,0.0,75986.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236495,,0.0,0.0,77886.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378236495,,2.0,1.0,79681.0,79680.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0378236495,,2.0,1.0,81745.0,81745.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0378236495,,2.0,3.0,83875.0,83874.0,68462.0,81.62,1.0,1.0,1.0
2023,NGA0378236495,,2.0,1.0,85971.0,85971.0,0.0,0.0,1.0,1.0,0.0
2014,NGA0378236496,,2.0,1.0,125969.0,125969.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236496,,2.0,1.0,129280.0,129280.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236496,,2.0,1.0,132512.0,132512.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236496,0.0,2.0,1.0,135825.0,135825.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236496,,2.0,1.0,139220.0,139220.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236496,,2.0,3.0,142701.0,142701.0,103107.0,72.25,1.0,1.0,1.0
2020,NGA0378236496,,0.0,0.0,145989.0,0.0,0.0,0.0,1.0,1.0,0.0
2021,NGA0378236496,,0.0,0.0,149771.0,0.0,0.0,0.0,1.0,1.0,0.0
2022,NGA0378236496,,0.0,0.0,153673.0,0.0,0.0,0.0,1.0,1.0,0.0
2023,NGA0378236496,,0.0,0.0,157515.0,0.0,0.0,0.0,1.0,1.0,0.0
2014,NGA0378236497,,2.0,1.0,170644.0,170644.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236497,,2.0,1.0,175129.0,175129.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236497,,2.0,1.0,179508.0,179508.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236497,,2.0,1.0,183995.0,183995.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236497,,2.0,1.0,188595.0,188595.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236497,,2.0,1.0,193310.0,193310.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378236497,,2.0,2.0,197765.0,197765.0,19036.0,9.63,1.0,0.0,0.0
2021,NGA0378236497,,2.0,1.0,202887.0,202887.0,0.0,0.0,1.0,0.0,0.0
2022,NGA0378236497,,2.0,3.0,208174.0,208174.0,162664.0,78.14,2.0,1.0,1.0
2023,NGA0378236497,,2.0,1.0,213378.0,213378.0,0.0,0.0,2.0,1.0,0.0
2014,NGA0378236498,,2.0,1.0,634593.0,634593.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236498,,2.0,1.0,651272.0,651272.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236498,4.0,2.0,1.0,667554.0,667554.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236498,,2.0,1.0,684243.0,684243.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236498,,2.0,1.0,701349.0,701349.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236498,,2.0,3.0,718882.0,718882.0,519101.0,72.21,1.0,1.0,1.0
2020,NGA0378236498,,2.0,2.0,735450.0,735450.0,35067.0,4.77,2.0,1.0,0.0
2021,NGA0378236498,,2.0,1.0,754498.0,754498.0,0.0,0.0,2.0,1.0,0.0
2022,NGA0378236498,,2.0,3.0,774158.0,774158.0,604788.0,78.12,3.0,2.0,1.0
2023,NGA0378236498,,2.0,1.0,793512.0,793512.0,0.0,0.0,3.0,2.0,0.0
2014,NGA0378236499,,0.0,0.0,157428.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236499,,0.0,0.0,161565.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236499,,0.0,0.0,165605.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236499,,0.0,0.0,169745.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236499,,0.0,0.0,173988.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236499,,0.0,0.0,178338.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378236499,,0.0,0.0,182448.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0378236499,,0.0,0.0,187173.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0378236499,,0.0,0.0,192050.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0378236499,,0.0,0.0,196852.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0378236500,,2.0,1.0,141954.0,141954.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236500,,2.0,1.0,145685.0,145685.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236500,,2.0,1.0,149327.0,149327.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236500,,2.0,1.0,153060.0,153060.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236500,,2.0,1.0,156887.0,156887.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236500,,2.0,1.0,160809.0,160809.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378236500,,2.0,2.0,164515.0,164515.0,9000.0,5.47,1.0,0.0,0.0
2021,NGA0378236500,,2.0,1.0,168776.0,168776.0,0.0,0.0,1.0,0.0,0.0
2022,NGA0378236500,,2.0,1.0,173174.0,173174.0,0.0,0.0,1.0,0.0,0.0
2023,NGA0378236500,,2.0,1.0,177503.0,177503.0,0.0,0.0,1.0,0.0,0.0
2014,NGA0378236501,,2.0,1.0,133676.0,133676.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236501,,2.0,1.0,137189.0,137189.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236501,,2.0,1.0,140619.0,140619.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236501,,2.0,1.0,144134.0,144134.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236501,,2.0,1.0,147737.0,147737.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236501,,2.0,2.0,151431.0,151431.0,7847.0,5.18,1.0,0.0,0.0
2020,NGA0378236501,,2.0,1.0,154921.0,154921.0,0.0,0.0,1.0,0.0,0.0
2021,NGA0378236501,,2.0,1.0,158933.0,158933.0,0.0,0.0,1.0,0.0,0.0
2022,NGA0378236501,,2.0,1.0,163074.0,163074.0,0.0,0.0,1.0,0.0,0.0
2023,NGA0378236501,,2.0,1.0,167151.0,167151.0,0.0,0.0,1.0,0.0,0.0
2014,NGA0378236502,,0.0,0.0,288487.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236502,,0.0,0.0,296069.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236502,,0.0,0.0,303471.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236502,1.08,0.0,0.0,311058.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236502,,0.0,0.0,318834.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236502,,0.0,0.0,326805.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378236502,,2.0,1.0,334337.0,334337.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0378236502,,2.0,1.0,342996.0,342996.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0378236502,,2.0,1.0,351933.0,351933.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0378236502,,2.0,1.0,360732.0,360732.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0378236503,,2.0,1.0,121443.0,121443.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236503,,2.0,1.0,124635.0,124635.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236503,,2.0,1.0,127751.0,127751.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236503,0.0,2.0,1.0,130945.0,130945.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236503,,2.0,1.0,134219.0,134219.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236503,,2.0,1.0,137574.0,137574.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378236503,,0.0,0.0,140745.0,0.0,40000.0,0.0,0.0,0.0,0.0
2021,NGA0378236503,,0.0,0.0,144390.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0378236503,,0.0,0.0,148152.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0378236503,,0.0,0.0,151856.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0378236504,,2.0,1.0,124508.0,124508.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378236504,,2.0,1.0,127780.0,127780.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378236504,,2.0,1.0,130974.0,130974.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378236504,,2.0,1.0,134249.0,134249.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378236504,,2.0,1.0,137605.0,137605.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378236504,,2.0,3.0,141045.0,141045.0,112854.0,80.01,1.0,1.0,1.0
2020,NGA0378236504,,2.0,1.0,144296.0,144296.0,0.0,0.0,1.0,1.0,0.0
2021,NGA0378236504,,2.0,1.0,148033.0,148033.0,0.0,0.0,1.0,1.0,0.0
2022,NGA0378236504,,2.0,3.0,151890.0,151890.0,121600.0,80.06,2.0,2.0,1.0
2023,NGA0378236504,,2.0,1.0,155687.0,155687.0,0.0,0.0,2.0,2.0,0.0
2014,NGA0378336505,,2.0,3.0,176207.0,176207.0,164491.0,93.35,1.0,1.0,1.0
2015,NGA0378336505,,2.0,3.0,180838.0,180838.0,134005.0,74.1,2.0,2.0,1.0
2016,NGA0378336505,,2.0,3.0,185359.0,185359.0,139133.0,75.06,3.0,3.0,1.0
2017,NGA0378336505,0.14,2.0,3.0,189993.0,189993.0,148518.0,78.17,4.0,4.0,1.0
2018,NGA0378336505,,2.0,3.0,194743.0,194743.0,155060.0,79.62,5.0,5.0,1.0
2019,NGA0378336505,0.0,2.0,1.0,199611.0,199611.0,0.0,0.0,5.0,5.0,0.0
2020,NGA0378336505,,1.0,4.0,204211.0,0.0,0.0,0.0,5.0,5.0,0.0
2021,NGA0378336505,,1.0,4.0,209500.0,0.0,0.0,0.0,5.0,5.0,0.0
2022,NGA0378336505,,1.0,4.0,214959.0,0.0,0.0,0.0,5.0,5.0,0.0
2023,NGA0378336505,,1.0,4.0,220333.0,0.0,0.0,0.0,5.0,5.0,0.0
2014,NGA0378336506,,2.0,3.0,183901.0,183901.0,210834.0,114.65,1.0,1.0,1.0
2015,NGA0378336506,,2.0,3.0,188734.0,188734.0,167432.0,88.71,2.0,2.0,1.0
2016,NGA0378336506,,2.0,3.0,193453.0,193453.0,179565.0,92.82,3.0,3.0,1.0
2017,NGA0378336506,0.0,2.0,3.0,198289.0,198289.0,132736.0,66.94,4.0,4.0,1.0
2018,NGA0378336506,,2.0,3.0,203246.0,203246.0,163190.0,80.29,5.0,5.0,1.0
2019,NGA0378336506,0.0,2.0,3.0,208327.0,208327.0,150032.0,72.02,6.0,6.0,1.0
2020,NGA0378336506,,1.0,4.0,213129.0,0.0,0.0,0.0,6.0,6.0,0.0
2021,NGA0378336506,,1.0,4.0,218649.0,0.0,0.0,0.0,6.0,6.0,0.0
2022,NGA0378336506,,1.0,4.0,224346.0,0.0,0.0,0.0,6.0,6.0,0.0
2023,NGA0378336506,,1.0,4.0,229955.0,0.0,0.0,0.0,6.0,6.0,0.0
2014,NGA0378336507,,0.0,0.0,330255.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378336507,,0.0,0.0,338935.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378336507,,0.0,0.0,347409.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378336507,,0.0,0.0,356094.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378336507,,0.0,0.0,364996.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378336507,,0.0,0.0,374121.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378336507,,0.0,0.0,382743.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0378336507,,0.0,0.0,392656.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0378336507,,0.0,0.0,402887.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0378336507,,0.0,0.0,412960.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0378336508,,0.0,0.0,39409.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0378336508,,0.0,0.0,40444.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0378336508,,0.0,0.0,41456.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0378336508,,0.0,0.0,42492.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0378336508,,0.0,0.0,43554.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0378336508,,0.0,0.0,44643.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0378336508,,0.0,0.0,45672.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0378336508,,0.0,0.0,46855.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0378336508,,0.0,0.0,48076.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0378336508,,0.0,0.0,49278.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0378336509,,2.0,3.0,128773.0,128773.0,102732.0,79.78,1.0,1.0,1.0
2015,NGA0378336509,,2.0,3.0,132157.0,132157.0,103933.0,78.64,2.0,2.0,1.0
2016,NGA0378336509,,2.0,3.0,135461.0,135461.0,99188.0,73.22,3.0,3.0,1.0
2017,NGA0378336509,,2.0,3.0,138848.0,138848.0,100159.0,72.14,4.0,4.0,1.0
2018,NGA0378336509,,2.0,3.0,142319.0,142319.0,112593.0,79.11,5.0,5.0,1.0
2019,NGA0378336509,0.32,2.0,3.0,145877.0,145877.0,112990.0,77.46,6.0,6.0,1.0
2020,NGA0378336509,,2.0,1.0,149239.0,149239.0,0.0,0.0,6.0,6.0,0.0
2021,NGA0378336509,0.0,2.0,1.0,153104.0,153104.0,0.0,0.0,6.0,6.0,0.0
2022,NGA0378336509,,1.0,4.0,157093.0,0.0,0.0,0.0,6.0,6.0,0.0
2023,NGA0378336509,,1.0,4.0,161021.0,0.0,0.0,0.0,6.0,6.0,0.0
2014,NGA0378336510,,2.0,3.0,205875.0,205875.0,189333.0,91.97,1.0,1.0,1.0
2015,NGA0378336510,,2.0,3.0,211286.0,211286.0,119874.0,56.74,2.0,2.0,1.0
2016,NGA0378336510,,2.0,3.0,216569.0,216569.0,169922.0,78.46,3.0,3.0,1.0
2017,NGA0378336510,,2.0,3.0,221983.0,221983.0,173010.0,77.94,4.0,4.0,1.0
2018,NGA0378336510,0.0,2.0,3.0,227532.0,227532.0,182251.0,80.1,5.0,5.0,1.0
2019,NGA0378336510,0.0,2.0,3.0,233221.0,233221.0,169745.0,72.78,6.0,6.0,1.0
2020,NGA0378336510,,1.0,4.0,238595.0,0.0,0.0,0.0,6.0,6.0,0.0
2021,NGA0378336510,,1.0,4.0,244775.0,0.0,0.0,0.0,6.0,6.0,0.0
2022,NGA0378336510,,1.0,4.0,251153.0,0.0,0.0,0.0,6.0,6.0,0.0
2023,NGA0378336510,,1.0,4.0,257432.0,0.0,0.0,0.0,6.0,6.0,0.0
2014,NGA0378336511,,2.0,3.0,226511.0,226511.0,201745.0,89.07,1.0,1.0,1.0
2015,NGA0378336511,,2.0,3.0,232465.0,232465.0,219758.0,94.53,2.0,2.0,1.0
2016,NGA0378336511,,2.0,3.0,238276.0,238276.0,198955.0,83.5,3.0,3.0,1.0
